条目编号	标题	处理类型	修改前	修改后	次数	上下文
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	"n for navigation in the absence of theAstronomican.

在荷鲁斯叛乱的巅峰时期，在基里曼的指挥下"
1029	索萨 Sotha	恢复英文词间空格	by	by 	1	"供了方向信标。

The planet was designated bySevataras a rendezvous point for th"
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	bySevataras a rendezvous point for theNight Lordsfleet elements after the
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	after the disastrous conclusion of theThramas Crusade.It is unclear wheth
1029	索萨 Sotha	恢复英文词间空格	by	by 	1	e Sothan rendezvous point was used byGendor Skraivok, commanding the45th
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	rince.Two otherNight Lordsvessels, theDomninus NoctemandShadow Blow, used
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	ander of103rd Companyand member of theKyroptera, arrived and Krukesh indu
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	" the Sotha System that resulted in theBattle of Sotha.

在色雷斯远征灾难性的结束后，塞维塔"
1029	索萨 Sotha	恢复英文词间空格	his	his 	1	roken upinto Chapters; furthermore hisCodex Astartesset an upper limit on
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	ers dwindled until, by the time of theThird Founding, only one Marine rem
1029	索萨 Sotha	恢复英文词间空格	and	and 	1	":Oberdeii, nowCaptainof the Aegida andWarden of the Pharos.

在接下来的千年里，艾吉达"
1029	索萨 Sotha	恢复英文词间空格	of	of 	1	g was initiated at the instruction ofRogal Dorn, the Ultramarines' Chapt
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	ld either be reassigned to command theUltramarines' Fifth Companyand resu
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	"ida, he instead chose to name them theScythes of the Emperor.

当第三次建军是在罗格"
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	rest and rebellion spreading along theEastern Fringe.Chapter MasterThorcy
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	asterThorcyrasentCaptainCassiosand theScythes' Fifth Companyto crush any 
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	 before himself heading north into theSaphir Cluster.After a year, garble
1029	索萨 Sotha	恢复英文词间空格	of	of 	1	y — this turned out to be the work ofGenestealer Cultistson behalf of th
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	"ofGenestealer Cultistson behalf of theTyranidsofHive FleetKraken.

在M41的最"
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	ing every single battle-brother of theChapterback to Sotha to aid in the 
1029	索萨 Sotha	恢复英文词间空格	of	of 	1	h his life.Soon afterwards, a rain ofMycetic Sporesbrought billions ofTy
1029	索萨 Sotha	恢复英文词间空格	of	of 	1	n ofMycetic Sporesbrought billions ofTyranidcreatures to the surface. Th
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	"

Sotha was completely consumed by theTyranids, and every single humanser"
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	"”。

**Dark Imperium 黑暗帝国**

During theAge of the Dark Imperium,Belisarius"
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	ed an expedition to Sotha to study thePharosalong with theScythes of the 
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	Sotha to study thePharosalong with theScythes of the EmperorandDecimus Fe
1029	索萨 Sotha	恢复英文词间空格	a	a 	1	pter Master,Thrasius, died slaying aGenestealer Patriarchwhile the rest
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	s, would be taken from the rest of theSothan system. Flora and fauna woul
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	 from cloned vault samples held in theLibrary of PtolemyonMacragge.Cawl l
1029	索萨 Sotha	恢复英文词间空格	the	the 	1	orsenative to Sotha. Despite this, theCompany BannersandChapter Standardo
1029	索萨 Sotha	恢复英文词间空格	by	by 	1	nt mythical horses from tales told byOberdeii,Warden of the Pharosand fi
1029	索萨 Sotha	恢复英文词间空格	Legionin	Legion in	1	was discovered by the Ultramarines Legionin 882.M30and brought into the Five H
1029	索萨 Sotha	恢复英文词间空格	Tyranidcreatures	Tyranid creatures	1	 Mycetic Sporesbrought billions of Tyranidcreatures to the surface. They swarmed over 
1029	索萨 Sotha	恢复英文句间空格	.No	. No	1	"ptus Astartes Homeworld, Tomb World.Now Dead World though being restored
"
1029	索萨 Sotha	恢复英文句间空格	.Th	. Th	1	 of the EmperorSpace Marine Chapter.The Chapter'sFortress-monastery, the 
1029	索萨 Sotha	恢复英文句间空格	.It	. It	1	s conclusion of the Thramas Crusade.It is unclear whether or not he knew 
1029	索萨 Sotha	恢复英文句间空格	.Tw	. Tw	1	board thestrike cruiserUmber Prince.Two otherNight Lordsvessels, the Domn
1029	索萨 Sotha	恢复英文句间空格	.Ni	. Ni	1	ber Prince*into his order of battle.Night Lords forces under Krukesh's co
1029	索萨 Sotha	恢复英文句间空格	.Ch	. Ch	1	 spreading along the Eastern Fringe.Chapter MasterThorcyrasentCaptainCass
1029	索萨 Sotha	恢复英文句间空格	.Af	. Af	1	ading north into the Saphir Cluster.After a year, garbled communications 
1029	索萨 Sotha	恢复英文句间空格	.Se	. Se	1	 appeared at the edge of the system.SergeantRemasled a boarding mission t
1029	索萨 Sotha	恢复英文句间空格	.So	. So	1	ip but barely escaped with his life.Soon afterwards, a rain of Mycetic Sp
1029	索萨 Sotha	恢复英文句间空格	.Ho	. Ho	1	thes of the EmperorandDecimus Felix.However, the ScythesChapter Serfswere
1029	索萨 Sotha	恢复英文句间空格	.Me	. Me	1	est of the ScythesFirstbornperished.Meanwhile the Pharos collapsed, and C
1029	索萨 Sotha	恢复英文句间空格	.Ca	. Ca	1	in the Library of PtolemyonMacragge.Cawl left Hierophant ParticularIx Tre
1030	贝鲁斯一号 Bellus Prime	恢复英文词间空格	a	a 	1	"ld
- 类别：战争世界，矿场世界

Bellus Prime is aQuarry Worldthat is currently being"
1030	贝鲁斯一号 Bellus Prime	恢复英文词间空格	the	the 	1	"that is currently being invaded by theNecronsof theSautekh Dynasty.

贝鲁斯一"
1030	贝鲁斯一号 Bellus Prime	恢复英文词间空格	the	the 	1	"ntly being invaded by theNecronsof theSautekh Dynasty.

贝鲁斯一号是一个矿场世界，目前正被"
1030	贝鲁斯一号 Bellus Prime	恢复英文词间空格	Worldthat	World that	1	"争世界，矿场世界

Bellus Prime is a Quarry Worldthat is currently being invaded by the "
1030	贝鲁斯一号 Bellus Prime	恢复英文词间空格	Necronsof	Necrons of	1	" is currently being invaded by the Necronsof the Sautekh Dynasty.

贝鲁斯一号是一个矿场世界"
1031	安维鲁斯 Anvillus	恢复英文词间空格	a	a 	1	"ptus Non
- 什一税等级：特级免税

Anvillus is aForge Worldof theImperium.Dating ba"
1031	安维鲁斯 Anvillus	恢复英文词间空格	the	the 	1	"级：特级免税

Anvillus is aForge Worldof theImperium.Dating back to the time of"
1031	安维鲁斯 Anvillus	恢复英文词间空格	the	the 	1	mperium.Dating back to the time of theGreat Crusade, it was known to be o
1031	安维鲁斯 Anvillus	恢复英文词间空格	the	the 	1	"美的铸造世界之一。

**Overview 概述**

During theGreat Crusade, theBlood Angelsestab"
1031	安维鲁斯 Anvillus	恢复英文词间空格	the	the 	1	"iew 概述**

During theGreat Crusade, theBlood Angelsestablished a long trad"
1031	安维鲁斯 Anvillus	恢复英文词间空格	the	the 	1	rd of Anvillus. By the outbreak of theHorus Heresy, a demi-company was st
1031	安维鲁斯 Anvillus	恢复英文词间空格	at	at 	1	a warp-barge from Anvillus arrives atBaalbearing tribute in the form of 
1031	安维鲁斯 Anvillus	恢复英文词间空格	of	of 	1	llus is known for the construction ofWarlord Battle Titansof the Mars-Al
1031	安维鲁斯 Anvillus	恢复英文词间空格	Worldof	World of	1	"
- 什一税等级：特级免税

Anvillus is a Forge Worldof the Imperium.Dating back to the ti"
1031	安维鲁斯 Anvillus	恢复英文句间空格	.Da	. Da	1	us is a Forge World of the Imperium.Dating back to the time of the Great 
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	a	a 	1	"netary Image 行星图像

Isstvan III was aHive Worldin theIsstvan system. Its"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	"星图像

Isstvan III was aHive Worldin theIsstvan system. Its destruction and"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	of	of 	1	stances were the first overt signs ofWarmasterHorus'sturn to the forces 
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	of	of 	1	WarmasterHorus'sturn to the forces ofChaosand the firstbattleof theHorus
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	"orces ofChaosand the firstbattleof theHorus Heresy.

伊斯塔万三号是伊斯塔万星系中的巢都世界。"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	aving been founded sometime during theDark Age of Technologyand spared ma
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	yand spared many of the horrors of theAge of Strife, Isstvan III was orig
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	II was originally assimilated into theImperiumby theRaven Guardduring the
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	lly assimilated into theImperiumby theRaven Guardduring theGreat Crusade.
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	theImperiumby theRaven Guardduring theGreat Crusade. The Raven Guard swif
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	ne swoop. By the time dawn rose on theHiveofKhry Vanak, Isstvan III's cap
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	 the Imperium moved in the wake of theAstartesand rebuilt the planet alon
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	"uilt the planet along the lines of theImperial Truth.

伊斯塔万三号建立于黑暗技术时代的某个"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	fore word of the rebellion reached theCouncil of Terra.TheEmperor of Mank
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	The	The 	1	ellion reached theCouncil of Terra.TheEmperor of Mankindand the Council, 
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	ine Legions; his ownSons of Horus, theEmperor's ChildrenofFulgrim,Mortari
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	his	his 	1	r's ChildrenofFulgrim,Mortarionand hisDeath Guard, and theWorld Eatersled
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	m,Mortarionand hisDeath Guard, and theWorld Eatersled byAngron. Horus and
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	by	by 	1	eath Guard, and theWorld Eatersled byAngron. Horus and these Primarchs h
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	by	by 	1	 all suspected loyalists, deployed byDrop podsupon theChoral City, the c
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	oyalists, deployed byDrop podsupon theChoral City, the capital of the pla
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	a	a 	1	anned bombardment and commandeered aThunderhawkto save his betrayed bre
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	"n is said to have been louder than theAstronomican.

计划中的第一波，都是疑似的忠诚派，由空投"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	and	and 	1	Tarvitz of the Emperor's Children, andEhrlenof the World Eaters, the loya
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	to	to 	1	he Loyalists were crushed, in part toLucius'sbetrayal and the orbital bo
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	" frigateEisensteinand fled to warn theEmperorof Horus's betrayal.

尽管如此，四"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	the	the 	1	survivor of the original atrocity, theDreadnoughtRylanor, enacted his rev
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Worldin	World in	1	"Image 行星图像

Isstvan III was a Hive Worldin the Isstvan system. Its destructio"
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Chaosand	Chaos and	1	masterHorus'sturn to the forces of Chaosand the firstbattleof the Horus Heresy
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Imperiumby	Imperium by	1	as originally assimilated into the Imperiumby the Raven Guardduring the Great Cr
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Guardduring	Guard during	1	ated into the Imperiumby the Raven Guardduring the Great Crusade. The Raven Guard
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Astartesand	Astartes and	1	 Imperium moved in the wake of the Astartesand rebuilt the planet along the lines
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Mortarionand	Mortarion and	1	s, the Emperor's ChildrenofFulgrim,Mortarionand his Death Guard, and the World Eat
1033	伊斯塔万三号 Isstvan III	恢复英文词间空格	Emperorof	Emperor of	1	"gateEisensteinand fled to warn the Emperorof Horus's betrayal.

尽管如此，四个军团的许多忠诚者"
1033	伊斯塔万三号 Isstvan III	恢复英文句间空格	.Th	. Th	1	ellion reached the Council of Terra.The Emperor of Mankindand the Council
1036	巴尔 Baal	删除误重复字	他和他的的兄弟原	他和他的兄弟原	1	
1037	巴尔二号 Baal Secundus	恢复英文词间空格	of	of 	1	Baal. Approximately 1/3rd the size ofTerra, the moon is highly irradiate
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	mendous weaponry being used during theDark Age of Technology, including v
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	"Secundus, in spite of dangers like theRed Mist.

巴尔二号是围绕巴尔运行的两颗卫星之一。卫星的大小"
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	sting alongsideBaal Primus, during theDark Age of TechnologyBaal along wi
1037	巴尔二号 Baal Secundus	恢复英文词间空格	by	by 	1	g with its two moons were isolated byWarp Storms. During this period Baa
1037	巴尔二号 Baal Secundus	恢复英文词间空格	by	by 	1	me time, Baal Secundus was ravaged byNuclearand biological weapons. The 
1037	巴尔二号 Baal Secundus	恢复英文词间空格	of	of 	1	"to sickly nomads until the arrival ofSanguiniusmillennia later.

在黑暗技术时代"
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	"undus (dubbed ""The Blood"") against theMutanthordes of the moon. The moon "
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	oon. The moon later became part of theBlood AngelsLegionhomeworld alongsi
1037	巴尔二号 Baal Secundus	恢复英文词间空格	and	and 	1	"gelsLegionhomeworld alongside Baal andBaal Primus.

巴尔二号是圣吉列斯降落的世界，受到严重辐射"
1037	巴尔二号 Baal Secundus	恢复英文词间空格	the	the 	1	"尔和巴尔一号一起成为了圣血天使军团家园世界的一部分。

During theDevastation of Baal, Baal Secundus "
1037	巴尔二号 Baal Secundus	恢复英文词间空格	by	by 	1	Baal Secundus was heavily infested byTyranidsand largely drained of what
1037	巴尔二号 Baal Secundus	恢复英文词间空格	Tyranidsand	Tyranids and	1	l Secundus was heavily infested by Tyranidsand largely drained of whatever life i
1037	巴尔二号 Baal Secundus	恢复英文句间空格	.Ro	. Ro	1	ely drained of whatever life it had.Roboute Guillimandiverted significant
1043	美杜莎五号 Medusa V	恢复英文词间空格	an	an 	1	"Planetary Image 行星图像

Medusa V was anImperialMining WorldandIndustrial W"
1043	美杜莎五号 Medusa V	恢复英文词间空格	The	The 	1	at of its sister planet,Medusa IV. TheMedusa Systemmay have gone unnotice
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	h higher risk of destruction. When theExploratorfleet arrived, aClan Comp
1043	美杜莎五号 Medusa V	恢复英文词间空格	a	a 	1	. When theExploratorfleet arrived, aClan Companyof theIron Handscame wi
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	atorfleet arrived, aClan Companyof theIron Handscame with them to provide
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	lop the system and cut it off from theImperium, sometimes for months or e
1043	美杜莎五号 Medusa V	恢复英文词间空格	on	on 	1	" V, the center of production being onMedusa IV.

美杜莎五号的财富在于开采铱矿和钻探钷，为舰队在"
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	"号上只有少数几个大城市，生产中心在美杜莎四号。

Then came theMedusa Schism. The outcome of the s"
1043	美杜莎五号 Medusa V	恢复英文词间空格	by	by 	1	usa IV was abandoned and destroyed byExterminatuswith one salvo of atmos
1043	美杜莎五号 Medusa V	恢复英文词间空格	of	of 	1	nerator torpedoes (under the watch ofInquisitorBaptiste), which made the
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	edusa V and screened forhereticsby theInquisition, and thousands were put
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	d. Vast structures were erected by theAdeptus Mechanicusto hold millions 
1043	美杜莎五号 Medusa V	恢复英文词间空格	The	The 	1	g to become a secondEye of Terror. TheOrdo Malleuspostulate some form ofC
1043	美杜莎五号 Medusa V	恢复英文词间空格	of	of 	1	TheOrdo Malleuspostulate some form ofChaos Sorcererhas worked his magic 
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	 revolted against the Imperium and thePlanetary GovernorSolomanhopes that
1043	美杜莎五号 Medusa V	恢复英文词间空格	The	The 	1	easing numbers of revolting areas. TheTechpriestswho operate the vast orb
1043	美杜莎五号 Medusa V	恢复英文词间空格	on	on 	1	ronomical energy spikes, the first onMedusa VIIand the second and third 
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	ave warned that a sizable chunk of theHive FleetKrakenhas broken its cour
1043	美杜莎五号 Medusa V	恢复英文词间空格	an	an 	1	em after a titanic engagement with anImperial Navyspace fleet atLycanis.
1043	美杜莎五号 Medusa V	恢复英文词间空格	at	at 	1	nt with anImperial Navyspace fleet atLycanis. ADeathwatchLibrarian, name
1043	美杜莎五号 Medusa V	恢复英文词间空格	A	A 	1	mperial Navyspace fleet atLycanis. ADeathwatchLibrarian, namedAndreas, 
1043	美杜莎五号 Medusa V	恢复英文词间空格	named	named 	1	t atLycanis. ADeathwatchLibrarian, namedAndreas, has postulated that the*Ra
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	idity*may be acting as a beacon to theHive Fleet, drawing it to the syste
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	 Governor's own personal guard and theAdeptus Arbitesfighting a desperate
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	d openly pledged its allegiance to theChaos Godsand rumours are abound th
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	os Godsand rumours are abound that theTraitor Marinesthemselves have come
1043	美杜莎五号 Medusa V	恢复英文词间空格	of	of 	1	ariusof the Second Company. Dozens ofSpace Marinechaptersrace to the sys
1043	美杜莎五号 Medusa V	恢复英文词间空格	an	an 	1	 pledged their support, as well as anImperial Guardcrusade lead by Lord 
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	ead by Lord MarshalGraf Harazahnof theVostroyan Firstborn. Every day the 
1043	美杜莎五号 Medusa V	恢复英文词间空格	In	In 	1	"风暴都会摧毁行星。

**Notes 注释**

- Note 1. InThe Fall of Medusa V (booklet)state"
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	d about location of the system, in theCodex: Chaos Daemons (8th Edition)t
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	eCodex: Chaos Daemons (8th Edition)theWarp StormVan Grothe's Rapidityis l
1043	美杜莎五号 Medusa V	恢复英文词间空格	the	the 	1	Van Grothe's Rapidityis located in theUltima Segmentum, so it may be extr
1043	美杜莎五号 Medusa V	恢复英文词间空格	Mechanicusto	Mechanicus to	1	ctures were erected by the Adeptus Mechanicusto hold millions of workers, kept sep
1043	美杜莎五号 Medusa V	恢复英文词间空格	Marineshave	Marines have	1	wing ever stronger.DeathwatchSpace Marineshave warned that a sizable chunk of the
1043	美杜莎五号 Medusa V	恢复英文句间空格	.Me	. Me	1	ted very close to the Medusa System.Medusa IV and V were colonised to pro
1043	美杜莎五号 Medusa V	恢复英文句间空格	.De	. De	1	starvation is growing ever stronger.DeathwatchSpace Marines have warned t
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	a system is astar systemlocated in theLithesh Sectorof theUltima Segmentu
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	stemlocated in theLithesh Sectorof theUltima Segmentum. It was the battle
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	by	by 	1	arava Campaign have been described byRemembrancerTheta-Scion, whose acco
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	ears under the neglectful watch of thePlanetary Defense Forcedescended fr
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	cing the system's supposed rulers, theOrktribes of Karauva II, whom the D
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	d never successfully put down, and theNecrons, who had slept undisturbed 
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	"欧克部落，以及在考拉瓦三号地下沉睡了无数千年的死灵。
> Where theChaos Marinescame from, or how, no "
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	of	of 	1	", killed or claimed by the madness ofChaos.
> 混沌星际战士从哪里来，或者怎么来的，没有人能说明。是"
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	The	The 	1	on, the others flocked to Karauva. TheBlood RavensChapter of theSpace Mar
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	Karauva. TheBlood RavensChapter of theSpace Marinesdescended on Karauva I
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	The	The 	1	pace Marines, their sworn enemies. TheTauappeared next, not far above, on
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	and	and 	1	es, long unused, flickered to life andEldarpoured forth, ready to battle 
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	 shadow of an ancient portal gate, theDark Eldarslipped stealthily out of
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	nd perhaps most to be feared, were theSisters of Battle. Holy maidens and
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	attle. Holy maidens and bearers of theGod-Emperor's faith, they had come 
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	urged.” —RemembrancerTheta-Scionof theInquisition, elucidating on the lea
1045	考拉瓦星系 Kaurava system	恢复英文词间空格	the	the 	1	his interstellar conflict would be theOrksunderWarlordGorgutz 'Ead 'Unter
1050	宏伟马库拉格城邦 Magna Macragge Civitas	恢复英文词间空格	the	the 	1	"ragge City, is the capital city of theImperialplanetMacragge.

宏伟马库拉格城邦，也"
1050	宏伟马库拉格城邦 Magna Macragge Civitas	恢复英文词间空格	the	the 	1	as lies in a coastal cleft between theHera's Crown Mountainsto the north 
1050	宏伟马库拉格城邦 Magna Macragge Civitas	恢复英文词间空格	the	the 	1	's Crown Mountainsto the north and theGulf of Lycumto the south.The city 
1050	宏伟马库拉格城邦 Magna Macragge Civitas	恢复英文词间空格	as	as 	1	"outh of a region of Macragge known asIllyrium.

宏伟马库拉格城邦被视为整个帝国东部最伟大的城市，"
1050	宏伟马库拉格城邦 Magna Macragge Civitas	恢复英文句间空格	.Th	. Th	1	h and the Gulf of Lycumto the south.The city lies south of a region of Ma
1051	赫拉皇冠山脉 Hera's Crown Mountains	恢复英文词间空格	the	the 	1	 Mountains are a mountain range on theImperialworld ofMacragge, located a
1051	赫拉皇冠山脉 Hera's Crown Mountains	恢复英文词间空格	of	of 	1	mountain range on theImperialworld ofMacragge, located at the northern e
1051	赫拉皇冠山脉 Hera's Crown Mountains	恢复英文词间空格	of	of 	1	"d at the northern edge of the city ofMagna Macragge Civitas.

赫拉皇冠山脉是位于宏"
1052	拉波尼斯山谷 Valley of Laponis	恢复英文词间空格	on	on 	1	The Valley of Laponis is a valley onMacragge. Little more than a cleft 
1052	拉波尼斯山谷 Valley of Laponis	恢复英文词间空格	the	the 	1	ilometers-long valley which housed theFortress of Hera, thefortress-monas
1052	拉波尼斯山谷 Valley of Laponis	恢复英文词间空格	the	the 	1	"s of Hera, thefortress-monasteryof theUltramarines.

拉波尼斯山谷是马库拉格的一个山谷。当罗伯"
1053	赫拉要塞 Fortress of Hera	Field 对应的错别字	静滞立场	静滞力场	1	
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	"of Hera is thefortress-monasteryof theUltramarinesChapteronMacragge.

赫拉要"
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	"概念**

The Fortress of Hera sits in theValley of Laponisalongside theHera'"
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	s in theValley of Laponisalongside theHera's Fall, overlooking the Macrag
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	oboute Guillimanduring the days of theGreat Crusade. It's structure conta
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	f knowledge within the Fortress is theLibrary of Ptolemyon part withTerra
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	with	with 	1	ss is theLibrary of Ptolemyon part withTerra'sBibliotekeion MagnifikaorLun
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	"秘传书库合作。

Within its great halls is theTemple of Correctionin which theShr"
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	the	the 	1	is theTemple of Correctionin which theShrine of the Primarchpreserved the
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	his	his 	1	"te Guilliman in astasis fielduntil hisResurrection.

在它的大厅里是校正圣殿，在那里，原体圣地"
1053	赫拉要塞 Fortress of Hera	恢复英文词间空格	Guillimanduring	Guilliman during	1	ructed by Chapter'sPrimarchRoboute Guillimanduring the days of the Great Crusade. It'
1053	赫拉要塞 Fortress of Hera	恢复英文句间空格	.Th	. Th	1	Macragge's capital of Magna Civitas.The fortress is a wonder of engineeri
1053	赫拉要塞 Fortress of Hera	恢复英文句间空格	.De	. De	1	ess are citadels in their own right.Despite its power as a citadel is als
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	The Library of Ptolemy is theLibrariumof theUltramarinesChapter.
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	brary of Ptolemy is theLibrariumof theUltramarinesChapter. Located within
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	ltramarinesChapter. Located within theFortress of HeraonMacragge, the Lib
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	for	for 	1	raonMacragge, the Library is named forPtolemy, the first and greatestLibr
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	perium, greater in reputation than theAgrippan Conclavesor theArcanium of
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	ation than theAgrippan Conclavesor theArcanium of Teleos. It is reputed t
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	ies an entire spur of the range of theCrown Mountainsoccupied by theFortr
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	"e of theCrown Mountainsoccupied by theFortress of Hera.

图书馆占据了赫拉要塞所占据的皇冠"
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	nes warriors and auto-defenses, is theArcanium, which contains one of the
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	:Roboute Guilliman's manuscript of theCodex Astartes, inscribed into four
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	to	to 	1	"》手稿，被刻成四卷，每卷长一米，厚三分之一米。

According toChief LibrarianTigurius, the Arcani"
1054	托勒密图书馆 Library of Ptolemy	恢复英文词间空格	the	the 	1	he resurrection of Guilliman after theThirteenth Black Crusade, the Libra
