篇号,篇名,分类,状态,稿件路径,来源
1302,行刑者加农炮 Executioner Cannon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1302.md,https://www.bilibili.com/opus/1009530929080696836
1303,等离子根除炮 Plasma Eradicator,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1303.md,https://www.bilibili.com/opus/1005823199757205526
1304,等离子爆破炮 Plasma Blastgun,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1304.md,https://www.bilibili.com/opus/1011764363605835795
1305,等离子毁灭炮 Plasma Destroyer,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1305.md,https://www.bilibili.com/opus/1012146362305740821
1306,狱火等离子大炮 Hellfire Plasma Cannonade,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1306.md,https://www.bilibili.com/opus/1011362573709213719
1307,欧米伽等离子阵列 Omega Plasma Array,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1307.md,https://www.bilibili.com/opus/1011763964185411589
1308,激光武器 Laser Weapon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1308.md,https://www.bilibili.com/opus/999872896232849409
1309,激光切割枪 Lascutter,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1309.md,https://www.bilibili.com/opus/1009982811168309251
1310,激光狙击枪 Las Fusils,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1310.md,https://www.bilibili.com/opus/1001020524378193925
1311,激光炮 Lascannon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1311.md,https://www.bilibili.com/opus/1005074681484541960
1312,激光爪 Las-talon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1312.md,https://www.bilibili.com/opus/1005074814628528136
1313,火山炮 Volcano Cannon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1313.md,https://www.bilibili.com/opus/1012483667573866496
1314,激光撕裂炮 Las-Ripper,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1314.md,https://www.bilibili.com/opus/1005074750187241481
1315,激光毁灭炮 Laser Destroyer,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1315.md,https://www.bilibili.com/opus/1004335079496876067
1316,涡轮激光破坏炮 Turbo-Laser Destructor,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1316.md,https://www.bilibili.com/opus/1006596242357092359
1317,阿拉克纳斯重型激光炮 Arachnus Heavy Lascannon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1317.md,https://www.bilibili.com/opus/1011020586947706899
1318,爆燃武器 Volkite Weapon,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1318.md,https://www.bilibili.com/opus/1008412596914618372
1319,爆燃蛇铳 Volkite Serpenta,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1319.md,https://www.bilibili.com/opus/1010281624955256867
1320,爆燃突击铳 Volkite Charger,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1320.md,https://www.bilibili.com/opus/1010281968543203368
1321,爆燃火铳 Volkite Caliver,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1321.md,https://www.bilibili.com/opus/1010752310409691142
1322,空腔爆燃铳 Volkite Cavitor,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1322.md,https://www.bilibili.com/opus/1010281809602150400
1323,爆燃长炮 Volkite Culverin,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1323.md,https://www.bilibili.com/opus/1012483757753499654
1324,爆燃臼炮 Volkite Cardanelle,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1324.md,https://www.bilibili.com/opus/1012875995639709705
1325,爆燃隼炮 Volkite Falconet,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1325.md,https://www.bilibili.com/opus/1012876322050932739
1326,爆燃短重炮 Volkite Carronade,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1326.md,https://www.bilibili.com/opus/1012876085815148551
1327,爆燃长管炮 Volkite Saker,武器,中文行文已逐段精校，部分术语仍为暂定,正文/09-武器/1327.md,https://www.bilibili.com/opus/1012876420824694789
1328,仿生部件 Bionics,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1328.md,https://www.bilibili.com/opus/1013394746089930752
1329,伺服臂 Servo-arm,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1329.md,https://www.bilibili.com/opus/1015085107783925778
1330,伺服套件 Servo-harness,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1330.md,https://www.bilibili.com/opus/1015578444915802179
1331,瞄准网络 Targetting-Web,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1331.md,https://www.bilibili.com/opus/1015085502913576966
1332,悬带网络 Suspensor Web,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1332.md,https://www.bilibili.com/opus/1015577770601742372
1333,声控装置 Vox-Operated,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1333.md,https://www.bilibili.com/opus/1015955332550098951
1334,重力放大器 Grav-Amp,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1334.md,https://www.bilibili.com/opus/1014001642126704692
1335,三脚架 Tripod,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1335.md,https://www.bilibili.com/opus/1015955113538224128
1336,切割喷灯 Cutter Torches,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1336.md,https://www.bilibili.com/opus/1014001324292833283
1337,变色龙伪装篷布 Cameleoline Tarpaulin,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1337.md,https://www.bilibili.com/opus/1013394913611481109
1338,渗透涂剂 Infiltriol,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1338.md,https://www.bilibili.com/opus/1014323726024441856
1339,跳跃背包 Jump Pack,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1339.md,https://www.bilibili.com/opus/1014323897830473734
1340,重力伞 Grav Chutes,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1340.md,https://www.bilibili.com/opus/1014001809636720643
1341,抓钩发射器 Grapnel Launcher,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1341.md,https://www.bilibili.com/opus/1001020253824614403
1342,扫描仪 Scanner,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1342.md,https://www.bilibili.com/opus/1013394823409827843
1343,全景观察镜 Omniscope,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1343.md,https://www.bilibili.com/opus/1014774259530072103
1344,目标指示器 Signum,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1344.md,https://www.bilibili.com/opus/1015085258087858194
1345,追猎者标记 Stalker Flare,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1345.md,https://www.bilibili.com/opus/1015085335408803864
1346,重力照明弹 Grav-flares,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1346.md,https://www.bilibili.com/opus/1014001899845713929
1347,光束探照灯 Photon Beam Searchlight,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1347.md,https://www.bilibili.com/opus/1014774658955739140
1348,发光信号照明器 Luminator Signal Flare Capsules,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1348.md,https://www.bilibili.com/opus/1015578749820731392
1349,通讯器 Vox-caster,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1349.md,https://www.bilibili.com/opus/1215497219606577154
1350,全频干扰器 Omni-Scrambler,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1350.md,https://www.bilibili.com/opus/1014774418406113299
1351,时间扭曲器 Timewarper,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1351.md,https://www.bilibili.com/opus/1015578114175008788
1352,冷冻箱 Cryo-Box,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1352.md,https://www.bilibili.com/opus/1014000203338874934
1353,医疗套件 Narthecium,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1353.md,https://www.bilibili.com/opus/1014324078239023108
1354,螺旋型医疗套件 Helix-pattern Narthecium,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1354.md,https://www.bilibili.com/opus/1017339652092198914
1355,医疗臂铠 Helix Gauntlet,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1355.md,https://www.bilibili.com/opus/1012876227570040833
1356,刽子手 Carnifex,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1356.md,https://www.bilibili.com/opus/1015954851526344706
1357,手榴弹 Grenade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1357.md,https://www.bilibili.com/opus/1008791395852353575
1358,破片手榴弹 Frag Grenade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1358.md,https://www.bilibili.com/opus/1006986727870431236
1359,穿甲手榴弹 Krak Grenade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1359.md,https://www.bilibili.com/opus/1007296725744877574
1360,光子闪光弹 Photon Flash Flare,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1360.md,https://www.bilibili.com/opus/1007297004899926050
1361,震撼手榴弹 Shock Grenade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1361.md,https://www.bilibili.com/opus/1007686661517082659
1362,窒息手榴弹 Choke Grenade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1362.md,https://www.bilibili.com/opus/1215218905774030870
1363,净化瓶 Purification Vial,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1363.md,https://www.bilibili.com/opus/1007297103713533988
1364,热熔炸弹 Melta Bomb,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1364.md,https://www.bilibili.com/opus/1007296803067920387
1365,磷化炸弹 Phosphex Bomb,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1365.md,https://www.bilibili.com/opus/1011764097306329113
1366,攻坚炸药 Breacher Charge,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1366.md,https://www.bilibili.com/opus/1009530662810550280
1367,遥控炸药包 Remote Detonation Pack,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1367.md,https://www.bilibili.com/opus/1007297193882681349
1368,破片突击发射器 Frag Assault Launcher,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1368.md,https://www.bilibili.com/opus/1048518949968281600
1369,紊乱地雷 Haywire Mine,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1369.md,https://www.bilibili.com/opus/1006986856735178769
1370,集束地雷 Cluster Mine,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1370.md,https://www.bilibili.com/opus/1006986556073836547
1371,病毒炸弹 Virus bomb,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1371.md,https://www.bilibili.com/opus/1193900517773803520
1372,铁光环 Iron Halo,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1372.md,https://www.bilibili.com/opus/1017649113048547333
1373,灵能兜帽 Psychic Hood,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1373.md,https://www.bilibili.com/opus/1014774822143524881
1374,神经护罩 Neural Shroud,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1374.md,https://www.bilibili.com/opus/1017649387947425794
1375,偏转力场 Shift Field,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1375.md,https://www.bilibili.com/opus/1015085176481382423
1376,玫瑰念珠 Rosarius,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1376.md,https://www.bilibili.com/opus/1017339991353720835
1377,治愈者之盾 Healer's Aegis,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1377.md,https://www.bilibili.com/opus/1017339381507162129
1378,跳帮盾 Boarding Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1378.md,https://www.bilibili.com/opus/1016277339174076423
1379,战斗盾 Combat Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1379.md,https://www.bilibili.com/opus/1016663070178541568
1380,天使精工 Angel Artifice,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1380.md,https://www.bilibili.com/opus/1016916997239210002
1381,风暴盾 Storm Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1381.md,https://www.bilibili.com/opus/1016663267732357138
1382,永恒之盾 Shield Eternal,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1382.md,https://www.bilibili.com/opus/1018028594883985417
1383,帝皇之盾 Emperor's Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1383.md,https://www.bilibili.com/opus/1085992213239824408
1384,防暴盾 Riot Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1384.md,https://www.bilibili.com/opus/1215203443887570950
1385,甲壳盔甲 Carapace Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1385.md,https://www.bilibili.com/opus/1016277420776357889
1386,动力盔甲 Power Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1386.md,https://www.bilibili.com/opus/1016663143197179909
1387,终结者盔甲 Terminator Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1387.md,https://www.bilibili.com/opus/1016663336465465360
1388,敏捷盔甲 Armour of Alacrity,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1388.md,https://www.bilibili.com/opus/1016277008422797333
1389,精工盔甲 Artificer Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1389.md,https://www.bilibili.com/opus/1016277261849985049
1390,不屈盔甲 Armour Indomitus,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1390.md,https://www.bilibili.com/opus/1016917675833556996
1391,真一盔甲 One True Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1391.md,https://www.bilibili.com/opus/1084131749325176832
1392,持久守护者 Endurant Protector,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1392.md,https://www.bilibili.com/opus/1016918105335529480
1393,精金胸甲 Adamantine Cuirass,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1393.md,https://www.bilibili.com/opus/1016276922533937161
1394,精金斗篷 Adamantine Mantle,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1394.md,https://www.bilibili.com/opus/1016916675091496964
1395,幽灵编织斗篷 Ghostweave Cloak,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1395.md,https://www.bilibili.com/opus/1017340416581697561
1396,传送信标 Teleport Homer,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1396.md,https://www.bilibili.com/opus/1015578268792782867
1397,通信信标 Communication Beacon,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1397.md,https://www.bilibili.com/opus/1013395175604486168
1398,定位信标 Locator Beacon,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1398.md,https://www.bilibili.com/opus/1014323975132545031
1399,干扰信标 Jamming Beacon,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1399.md,https://www.bilibili.com/opus/1014323816235532289
1400,圣遗物 Holy relics,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1400.md,https://www.bilibili.com/opus/1017342353615093763
1401,时殁装置 Tempormortis,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1401.md,https://www.bilibili.com/opus/1015954946006188084
1402,纯洁印记 Purity seal,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1402.md,https://www.bilibili.com/opus/1014775371888853001
1403,激昂荣誉 Honour Vehement,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1403.md,https://www.bilibili.com/opus/1017649005658636288
1404,帝皇审判 Emperor's Judgement,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1404.md,https://www.bilibili.com/opus/1016917869080870917
1405,音阵之魂 Vox Espiritum,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1405.md,https://www.bilibili.com/opus/1018028947098566693
1406,终结者十字章 Crux Terminatus,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1406.md,https://www.bilibili.com/opus/1015955027612663810
1407,加塔拉莫圣骨匣 Reliquary of Gathalamor,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1407.md,https://www.bilibili.com/opus/1017649546846535687
1408,牺牲之旗 Pennant of the Fallen,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1408.md,https://www.bilibili.com/opus/1017649237618327557
1409,帝皇崛起之旗 Standard of the Emperor Ascendant,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1409.md,https://www.bilibili.com/opus/1018028749530071040
1410,智控改造任务单元 Cyber-Altered Task unit,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1410.md,https://www.bilibili.com/opus/1043725246774902801
1411,火蜂 Fire Wasp,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1411.md,https://www.bilibili.com/opus/1044125855590121488
1412,毁灭无人机 Devastation Drone,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1412.md,https://www.bilibili.com/opus/1043725470099570693
1413,格斗天鹰 Grapplehawk,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1413.md,https://www.bilibili.com/opus/1214755049271459881
1414,智控獒犬 Cyber-Mastiffs,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1414.md,https://www.bilibili.com/opus/1215211174830800904
1415,探照灯 Searchlight,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1415.md,https://www.bilibili.com/opus/1048519817543286792
1416,推土铲刀 Dozer Blade,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1416.md,https://www.bilibili.com/opus/1048192231806074883
1417,烟雾发射器 Smoke Launcher,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1417.md,https://www.bilibili.com/opus/1048520122507984905
1418,攻城盾 Siege Shield,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1418.md,https://www.bilibili.com/opus/1016663199013928961
1419,额外装甲 Extra Armour,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1419.md,https://www.bilibili.com/opus/1048192343480467461
1420,精工车体 Artificer Hull,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1420.md,https://www.bilibili.com/opus/1048192154488274950
1421,枢轴武器 Pintle weapon,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1421.md,https://www.bilibili.com/opus/1048519293550985218
1422,猎杀导弹 Hunter-Killer Missile,装备,中文行文已逐段精校，部分术语仍为暂定,正文/10-装备/1422.md,https://www.bilibili.com/opus/1004737535099797504
1423,反重力载具 Grav-vehicle,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1423.md,https://www.bilibili.com/opus/1211492592099786790
1424,战斗坦克 Battle tank,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1424.md,https://www.bilibili.com/opus/1216981564650422292
1425,超重型载具 Super Heavy Vehicle,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1425.md,https://www.bilibili.com/opus/1211778641276436504
1426,自动堡垒载具 Auto-castelator,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1426.md,https://www.bilibili.com/opus/1044125739620761601
1427,普卢托纳型突击钻 Plutona Assault Drill,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1427.md,https://www.bilibili.com/opus/1046644016381165575
1428,地幔岩大型突击钻 Mantolith Large Assault Drill,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1428.md,https://www.bilibili.com/opus/1046644102295191591
1429,白蚁隧道运输车 Termite Tunneling Transport Vehicle,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1429.md,https://www.bilibili.com/opus/1046643921899225091
1430,监禁者灵能隔离载具 Incarcerator Psychic Shielded Vehicle,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1430.md,https://www.bilibili.com/opus/1214376233173778433
1431,斥责者人群控制载具 Castigator Crowd Control Vehicle,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1431.md,https://www.bilibili.com/opus/1215489493019131928
1432,落锤堡 Hammerfall Bunker,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1432.md,https://www.bilibili.com/opus/1043725173778284546
1433,狼蛛哨戒炮 Tarantula Sentry Gun,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1433.md,https://www.bilibili.com/opus/1043725027738910724
1434,先锋哨戒炮 Spearhead Sentry Gun,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1434.md,https://www.bilibili.com/opus/1012147294316789777
1435,细剑装甲载具 Rapier Armoured Carrier,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1435.md,https://www.bilibili.com/opus/1043725109375795201
1436,炎击伺服炮台 Firestrike Servo-turret,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1436.md,https://www.bilibili.com/opus/1023297759550111797
1437,不败者战术机甲 Invictor Tactical Warsuit,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1437.md,https://www.bilibili.com/opus/1039569986208661512
1438,无畏机甲 Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1438.md,https://www.bilibili.com/opus/1037679921390944258
1439,神圣无畏机甲 Venerable Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1439.md,https://www.bilibili.com/opus/1045149655485120513
1440,智库无畏机甲 Librarian Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1440.md,https://www.bilibili.com/opus/1038072876552421398
1441,教士无畏机甲 Chaplain Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1441.md,https://www.bilibili.com/opus/1037679998698258457
1442,铁甲无畏机甲 Ironclad Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1442.md,https://www.bilibili.com/opus/1038072713317449729
1443,地狱火无畏机甲 Hellfire Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1443.md,https://www.bilibili.com/opus/1038072571588771848
1444,攻城无畏机甲 Siege Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1444.md,https://www.bilibili.com/opus/1038073134261993480
1445,狂怒无畏机甲 Furibundus dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1445.md,https://www.bilibili.com/opus/1044403426444705800
1446,暴烈无畏机甲 Furioso Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1446.md,https://www.bilibili.com/opus/1037680174826520581
1447,死亡连队无畏机甲 Death Company Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1447.md,https://www.bilibili.com/opus/1037680084608090119
1448,狼人无畏机甲 Wulfen Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1448.md,https://www.bilibili.com/opus/1038438154925768705
1449,灰骑士无畏机甲 Grey Knights Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1449.md,https://www.bilibili.com/opus/1037680312260231170
1450,莫提斯无畏机甲 Mortis Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1450.md,https://www.bilibili.com/opus/1038073044041465874
1451,救赎者无畏机甲 Redemptor Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1451.md,https://www.bilibili.com/opus/1038438064742989840
1452,蔑视者型无畏机甲 Contemptor Pattern Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1452.md,https://www.bilibili.com/opus/1044126108992143361
1453,德雷都型无畏机甲 Deredeo Pattern Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1453.md,https://www.bilibili.com/opus/1044403173013323778
1454,路西法型无畏机甲 Lucifer Pattern Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1454.md,https://www.bilibili.com/opus/1044403327613272088
1455,利维坦攻城无畏机甲 Leviathan pattern Siege Dreadnought,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1455.md,https://www.bilibili.com/opus/1044403258926301207
1456,泰坦 Titan,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1456.md,https://www.bilibili.com/opus/1191811647553929253
1457,摩托 Bike,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1457.md,https://www.bilibili.com/opus/1038438262292611076
1458,星际战士摩托 Space Marine Bike,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1458.md,https://www.bilibili.com/opus/1038438395440791553
1459,帝国喷气摩托 Imperial jetbike,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1459.md,https://www.bilibili.com/opus/1045149436488974343
1460,入侵者全地形车 Invader ATV,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1460.md,https://www.bilibili.com/opus/1024792146156191799
1461,兰德速攻艇 Land Speeder,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1461.md,https://www.bilibili.com/opus/1038438515725041702
1462,鸦翼黑幕飞艇 Ravenwing Darkshroud,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1462.md,https://www.bilibili.com/opus/1039569900294635545
1463,标枪突击艇 Javelin Attack Speeder,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1463.md,https://www.bilibili.com/opus/1045950087101939731
1464,凯扎根突击艇 Kyzagan Assault Speeder,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1464.md,https://www.bilibili.com/opus/1045950155813027846
1465,犀牛战车 Rhino,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1465.md,https://www.bilibili.com/opus/1037408363486380035
1466,荣耀号 Gloriam,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1466.md,https://www.bilibili.com/opus/1215868304828137494
1467,闪电号 Fulmen,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1467.md,https://www.bilibili.com/opus/1216223936690257929
1468,夜曲星之锤号 Nocturne's Hammer,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1468.md,https://www.bilibili.com/opus/1216231663311257671
1469,铁拳 Iron Fist,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1469.md,https://www.bilibili.com/opus/1215860582454919235
1470,推进犀牛 Rhino Advancer,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1470.md,https://www.bilibili.com/opus/1037408440790548489
1471,堡主犀牛 Castellan Rhino,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1471.md,https://www.bilibili.com/opus/1213626340476977187
1472,医疗犀牛 Medical Rhino,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1472.md,https://www.bilibili.com/opus/1213997417050931206
1473,科技战士犀牛 Techmarine Rhino,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1473.md,https://www.bilibili.com/opus/1214005152280739876
1474,达摩克利斯指挥犀牛 Damocles Command Rhino,载具,中文行文已逐段精校，部分术语仍为暂定,正文/11-载具/1474.md,https://www.bilibili.com/opus/1043315150453473287
